42408,Babar's World Tour,Laurent de Brunhoff,3.82,0810957809,9.78081E+12,en-US,48,69,12,09 01 05,Harry N. Abrams
42410,The Easter Rabbit's Parade,Lois Lenski,3,037582748X,9.78038E+12,eng,40,29,7,1/27/2004,Random House Books for Young Readers
42415,The Little Fire Engine,Lois Lenski,3.56,0375810706,9.78038E+12,eng,56,209,27,10/24/2000,Random House Books for Young Readers
42417,Right Stuff  Wrong Sex: America's First Women in Space Program,Margaret A. Weitekamp,3.82,0801883946,9.7808E+12,eng,256,36,9,10/26/2005,Johns Hopkins University Press
42424,The Right Stuff (To Protect and Defend #3),Merline Lovelace,3.61,0373273495,9.78037E+12,eng,256,40,3,2/23/2004,Silhouette Books
42425,For Whom the Bell Tolls,Ernest Hemingway,3.97,1117066037,9.78112E+12,eng,503,365,33,01 01 40,P. F. Collier and Sons
42429,Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,3.5,0822012375,9.78082E+12,eng,80,14,2,5/20/1964,Cliffs Notes
42430,Dune (Dune #1),Frank Herbert/Domingo Santos,4.22,849759682X,9.7885E+12,spa,702,565,93,10/30/2003,Debolsillo
42432,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.84,0575075066,9.78058E+12,eng,454,51343,896,3/13/2003,Victor Gollancz
42434,Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,3.64,076531293X,9.78077E+12,en-US,494,8486,273,08 07 07,Tor Books
42435,In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,4.29,0805073663,9.78081E+12,eng,339,16684,892,05 01 03,Owl Books
42438,Harm's Way,Elizabeth Stewart,3.36,1419950584,9.78142E+12,eng,261,13,5,5/27/2005,Ellora's Cave
42439,Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,4.54,0944092284,9.78094E+12,eng,132,58,3,10 01 94,Twin Palms Publishers
42444,I Like Winter (Seasons  #3),Lois Lenski/Heidi Kilgras,3.94,0375810684,9.78038E+12,eng,56,65,9,10/24/2000,Random House Books for Young Readers
42447,Strawberry Girl,Lois Lenski,3.87,0064405850,9.78006E+12,eng,208,11143,423,4/26/2005,HarperCollins
42485,Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,4.17,006024416X,9.78006E+12,eng,128,83,16,11 09 94,HarperCollins
42489,After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,4,0816525099,9.78082E+12,eng,336,0,0,5/25/2006,University of Arizona Press
42501,Seize The Fire,Elda Minger,4,0373161174,9.78037E+12,eng,249,3,0,7/25/1985,Harlequin American Romance
42512,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,4.31,034547581X,9.78035E+12,eng,480,21876,451,11/23/2004,Presidio Press
42513,We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore/Joseph L. Galloway,4.31,0060506989,9.78006E+12,eng,535,166,24,02 05 02,HarperTorch
42514,We were Soldiers Once... and young,Harold G. Moore/Joseph L. Galloway,4.31,0552150266,9.78055E+12,eng,528,153,10,03 01 02,Corgi
42519,Eisenhower: Soldier and President,Stephen E. Ambrose,3.98,0671747584,9.78067E+12,eng,640,10718,126,10/15/1991,Simon  Schuster
42525,Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker/Arthur M. Schlesinger Jr.,3.84,0805069070,9.78081E+12,en-US,176,248,30,11 05 02,Times Books
42528,Crusade in Europe,Dwight D. Eisenhower,4.08,080185668X,9.7808E+12,eng,559,1212,63,06 06 97,Johns Hopkins University Press
42529,Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,3.85,0700614451,9.7807E+12,eng,506,18,1,2/23/2006,University Press of Kansas
42533,So Far from God: The U.S. War With Mexico  1846-1848,John S.D. Eisenhower,3.93,0806132795,9.78081E+12,eng,464,271,29,9/15/2000,University of Oklahoma Press
42536,Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,3.72,0743223853,9.78074E+12,eng,368,110,15,06 04 02,Free Press
42543,Eisenhower  Volume #2: The President,Stephen E. Ambrose,4.2,0671605658,9.78067E+12,eng,749,95,13,10 01 85,Touchstone Books
42547,The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,4.35,0446676500,9.78045E+12,eng,400,14025,547,01 01 01,Grand Central Publishing
42558,Bull Halsey,E.B. Potter,4.16,1591146917,9.78159E+12,eng,440,56,6,4/21/2003,US Naval Institute Press
42573,The Water Babies,Charles Kingsley/W. Heath Robinson,3.42,1853261483,9.78185E+12,eng,224,6148,318,12 05 94,Wordsworth Editions
42579,Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,3.71,0786819111,9.78079E+12,eng,10,79,10,09 01 03,Hyperion Books for Children
42589,Shoot the Piano Player,David Goodis,4.02,0679732543,9.78068E+12,eng,158,2768,143,10 03 90,Vintage Crime/Black Lizard
42594,CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,4.16,0822000946,9.78082E+12,eng,64,11,2,9/20/1960,Cliffs Notes
42597,Twelfth Night: Or What You Will,William Shakespeare/Elizabeth Story Donno/Penny Gay,3.98,052153514X,9.78052E+12,eng,186,62,7,3/15/2004,Cambridge University Press
42602,How to Spell Like a Champ,Barrie Trinkle/Paige Kimble/Carolyn  Andrews,4.17,0761143696,9.78076E+12,eng,192,46,7,11/16/2006,Workman Publishing Company
42603,Black Like Me,John Howard Griffin,4.13,0451208641,9.78045E+12,eng,208,53790,2118,05 06 03,Berkley Books
42604,Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel/Pam Farrel,3.88,0736904867,9.78074E+12,eng,253,952,117,01 01 01,Harvest House Publishers
42606,As You Like It,William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan,3.83,1932219048,9.78193E+12,en-US,2,28,6,09 06 05,The Audio Partners
42607,As You Like It,William Shakespeare,3.83,074348486X,9.78074E+12,eng,263,62368,1291,8/23/2011,Simon Schuster
42609,As You Like It,William Shakespeare/Juliet Dusinberre,3.83,1904271227,9.7819E+12,eng,449,410,36,7/25/2006,Bloomsbury Arden Shakespeare
42612,As You Like It (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,3.83,1411401042,9.78141E+12,eng,256,265,36,6/22/2004,SparkNotes
42615,War of the Rats,David L. Robbins,4.11,055358135X,9.78055E+12,eng,512,1800,127,06 06 00,Bantam
42622,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,0060564423,9.78006E+12,eng,495,5402,97,02 03 04,Harper Paperbacks
42625,Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,3.92,0061096849,9.78006E+12,eng,528,1,0,1/23/1998,HarperTorch
42631,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,4.18,1578562589,9.78158E+12,eng,256,14711,442,7/18/2000,Waterbrook Press
42632,Thirst,Mary Oliver,4.36,0807068969,9.78081E+12,eng,88,3689,351,10/15/2006,Beacon Press
42634,The Gilded Web (Web  #1),Mary Balogh,3.58,0440243068,9.78044E+12,eng,480,2621,169,11/28/2006,Dell
42641,Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,4.13,0735102864,9.78074E+12,eng,562,11468,530,02 01 00,Replica Books
42647,Cold Mountain,Charles Frazier,3.86,0871136791,9.78087E+12,eng,356,1088,127,5/16/1997,Atlantic Monthly Press (NYC)
42652,Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin/Artem Drabkin,4.1,184415145X,9.78184E+12,en-US,195,82,4,1/19/2005,Pen & Sword Military
42661,The Fall of Berlin 1945,Antony Beevor,4.29,0142002801,9.78014E+12,eng,490,10230,326,4/29/2003,Penguin Books
42662,Paris: After the Liberation 1944-1949,Antony Beevor/Artemis Cooper,3.83,0142437921,9.78014E+12,eng,464,542,48,8/31/2004,Penguin Books
42668,Demon Angel (The Guardians  #1),Meljean Brook,3.53,0425213471,9.78043E+12,eng,432,2704,237,01 02 08,Berkley Sensation
42682,Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,Mariel Hemingway,3.89,0060890398,9.78006E+12,eng,288,175,22,12/26/2006,HarperOne
42688,Hemingway vs. Fitzgerald,Scott Donaldson,3.85,1585671266,9.78159E+12,eng,352,185,19,12 01 01,Harry N. Abrams
42691,The Haj,Leon Uris,4.03,0553248642,9.78055E+12,eng,525,11372,396,05 01 85,Bantam
42692,Mila 18,Leon Uris,4.29,0553241605,9.78055E+12,eng,563,21662,485,11 01 83,Bantam
42693,A God in Ruins,Leon Uris,3.26,0061097934,9.78006E+12,eng,517,1208,104,09 05 00,Avon
42694,Battle Cry,Leon Uris,4.15,006075186X,9.78006E+12,eng,694,8323,137,6/28/2005,Avon
42695,The Angry Hills,Leon Uris,3.67,0553277871,9.78055E+12,eng,245,1163,50,01 01 84,Bantam
42697,Exodus,Leon Uris,4.34,0553258478,9.78055E+12,eng,608,85927,1520,10 01 86,Bantam Books  Inc.
42698,Oh  Play That Thing,Roddy Doyle,3.29,014303605X,9.78014E+12,en-US,384,1545,105,10/25/2005,Penguin Books
42701,The Van (The Barrytown Trilogy  #3),Roddy Doyle,3.94,0140260021,9.78014E+12,eng,320,5718,164,03 01 97,Penguin Books
42706,Fish & Chips (The Barrytown Trilogie  #3),Roddy Doyle/Renate Orth-Guttmann,3.94,3596153026,9.7836E+12,ger,314,2,0,10 01 02,Fischer Taschenbuch Verlag
42714,The Giggler Treatment,Roddy Doyle/Brian Ajhar,4.17,0439993857,9.78044E+12,en-GB,112,1425,149,7/20/2001,Scholastic  Inc.
42718,A Star Called Henry,Roddy Doyle,3.84,0099284480,9.7801E+12,eng,342,6885,438,09 07 00,Vintage
42719,The Van,Roddy Doyle,3.94,043620052X,9.78044E+12,eng,312,30,4,08 04 91,Secker and Warburg
42728,Rover rettet Weihnachten.,Roddy Doyle/Brian Ajhar,4.12,3570127214,9.78357E+12,ger,160,1,0,09 01 02,Omnibus Hc Bei Bertelsmann
42738,The Snapper,Roddy Doyle,3.93,3596153034,9.7836E+12,ger,217,26,5,09 01 02,Fischer TB
42741,Yeats Is Dead,Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly,3.4,0099422344,9.7801E+12,eng,298,34,4,06 06 02,Vintage
42758,The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,0,0313309337,9.78031E+12,eng,176,0,0,3/30/2002,Greenwood Press
42763,A Dracula Handbook,Elizabeth Russell Miller,4.07,1413480942,9.78141E+12,eng,200,10,1,3/23/2005,Xlibris Corporation
